rtl_file_path,netlist_file_path,design,module,recipe_type,area,delay
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36.v,dump/black_parrot/bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36_area/1_1_yosys.v,black_parrot,bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36,area,260.946000,236.25
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36.v,dump/black_parrot/bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36_speed/1_1_yosys.v,black_parrot,bp_be_detector_vaddr_width_p56_paddr_width_p22_asid_width_p10_branch_metadata_fwd_width_p36,delay,229.292000,305.76
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_instr_decoder.v,dump/black_parrot/bp_be_instr_decoder_area/1_1_yosys.v,black_parrot,bp_be_instr_decoder,area,312.284000,669.94
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_instr_decoder.v,dump/black_parrot/bp_be_instr_decoder_speed/1_1_yosys.v,black_parrot,bp_be_instr_decoder,delay,200.298000,507.61
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_int_alu.v,dump/black_parrot/bp_be_int_alu_area/1_1_yosys.v,black_parrot,bp_be_int_alu,area,4583.446000,4091.68
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_int_alu.v,dump/black_parrot/bp_be_int_alu_speed/1_1_yosys.v,black_parrot,bp_be_int_alu,delay,4465.342000,909.77
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_pipe_fp.v,dump/black_parrot/bp_be_pipe_fp_speed/1_1_yosys.v,black_parrot,bp_be_pipe_fp,delay,0,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64.v,dump/black_parrot/bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64_area/1_1_yosys.v,black_parrot,bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64,area,542.906000,500.36
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64.v,dump/black_parrot/bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64_speed/1_1_yosys.v,black_parrot,bp_be_pipe_mem_vaddr_width_p56_lce_sets_p64_cce_block_size_in_bytes_p64,delay,661.010000,693.48
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_pipe_mul.v,dump/black_parrot/bp_be_pipe_mul_area/1_1_yosys.v,black_parrot,bp_be_pipe_mul,area,0,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_be_pipe_mul.v,dump/black_parrot/bp_be_pipe_mul_speed/1_1_yosys.v,black_parrot,bp_be_pipe_mul,delay,0,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_alu_width_p16.v,dump/black_parrot/bp_cce_alu_width_p16_area/1_1_yosys.v,black_parrot,bp_cce_alu_width_p16,area,342.342000,397.80
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_alu_width_p16.v,dump/black_parrot/bp_cce_alu_width_p16_speed/1_1_yosys.v,black_parrot,bp_cce_alu_width_p16,delay,341.544000,596.76
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8.v,dump/black_parrot/bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8_area/1_1_yosys.v,black_parrot,bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8,area,253.232000,878.72
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8.v,dump/black_parrot/bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8_speed/1_1_yosys.v,black_parrot,bp_cce_inst_decode_inst_width_p95_inst_addr_width_p8,delay,217.322000,337.86
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_inst_rom_width_p95_addr_width_p8.v,dump/black_parrot/bp_cce_inst_rom_width_p95_addr_width_p8_area/1_1_yosys.v,black_parrot,bp_cce_inst_rom_width_p95_addr_width_p8,area,695.324000,1244.71
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_inst_rom_width_p95_addr_width_p8.v,dump/black_parrot/bp_cce_inst_rom_width_p95_addr_width_p8_speed/1_1_yosys.v,black_parrot,bp_cce_inst_rom_width_p95_addr_width_p8,delay,807.842000,444.77
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_width_p221.v,dump/black_parrot/bsg_dff_reset_en_width_p221_area/1_1_yosys.v,black_parrot,bsg_dff_reset_en_width_p221,area,1667.022000,7308.82
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_width_p221.v,dump/black_parrot/bsg_dff_reset_en_width_p221_speed/1_1_yosys.v,black_parrot,bsg_dff_reset_en_width_p221,delay,1887.004000,198.23
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_width_p8.v,dump/black_parrot/bsg_dff_reset_en_width_p8_area/1_1_yosys.v,black_parrot,bsg_dff_reset_en_width_p8,area,62.510000,179.21
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_width_p8.v,dump/black_parrot/bsg_dff_reset_en_width_p8_speed/1_1_yosys.v,black_parrot,bsg_dff_reset_en_width_p8,delay,64.106000,127.48
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p1890.v,dump/black_parrot/bsg_dff_width_p1890_area/1_1_yosys.v,black_parrot,bsg_dff_width_p1890,area,8546.580000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p1890.v,dump/black_parrot/bsg_dff_width_p1890_speed/1_1_yosys.v,black_parrot,bsg_dff_width_p1890,delay,8546.580000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p35.v,dump/black_parrot/bsg_dff_width_p35_area/1_1_yosys.v,black_parrot,bsg_dff_width_p35,area,158.270000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p35.v,dump/black_parrot/bsg_dff_width_p35_speed/1_1_yosys.v,black_parrot,bsg_dff_width_p35,delay,158.270000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p640.v,dump/black_parrot/bsg_dff_width_p640_area/1_1_yosys.v,black_parrot,bsg_dff_width_p640,area,2894.080000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_width_p640.v,dump/black_parrot/bsg_dff_width_p640_speed/1_1_yosys.v,black_parrot,bsg_dff_width_p640,delay,2894.080000,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_encode_one_hot_width_p1.v,dump/black_parrot/bsg_encode_one_hot_width_p1_area/1_1_yosys.v,black_parrot,bsg_encode_one_hot_width_p1,area,0,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_encode_one_hot_width_p1.v,dump/black_parrot/bsg_encode_one_hot_width_p1_speed/1_1_yosys.v,black_parrot,bsg_encode_one_hot_width_p1,delay,0,0.0
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0,area,7356.496000,6212.37
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p109_els_p8_read_write_same_addr_p0_harden_p0,delay,7428.316000,361.49
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0,area,18052.090000,6231.16
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p134_els_p16_read_write_same_addr_p0_harden_p0,delay,17441.088000,368.58
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0,area,478.002000,535.92
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p26_els_p2_read_write_same_addr_p0_harden_p0,delay,404.586000,160.05
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p27_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p27_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p27_els_p2_read_write_same_addr_p0_harden_p0,area,497.420000,555.64
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_cce_reg_num_lce_p2_num_cce_p1_addr_width_p22_lce_assoc_p8_lce_sets_p64_block_size_in_bytes_p64.v,dump/black_parrot/bp_cce_reg_num_lce_p2_num_cce_p1_addr_width_p22_lce_assoc_p8_lce_sets_p64_block_size_in_bytes_p64_speed/1_1_yosys.v,black_parrot,bp_cce_reg_num_lce_p2_num_cce_p1_addr_width_p22_lce_assoc_p8_lce_sets_p64_block_size_in_bytes_p64,delay,7919.884000,263.09
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_bht_bht_indx_width_p5.v,dump/black_parrot/bp_fe_bht_bht_indx_width_p5_area/1_1_yosys.v,black_parrot,bp_fe_bht_bht_indx_width_p5,area,834.974000,957.02
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_bht_bht_indx_width_p5.v,dump/black_parrot/bp_fe_bht_bht_indx_width_p5_speed/1_1_yosys.v,black_parrot,bp_fe_bht_bht_indx_width_p5,delay,797.468000,527.89
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8_area/1_1_yosys.v,black_parrot,bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8,area,5621.112000,23179.83
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8_speed/1_1_yosys.v,black_parrot,bp_fe_lce_cmd_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_tag_width_p10_num_cce_p1_num_lce_p2_block_size_in_bytes_p8,delay,5714.744000,402.41
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_data_cmd_data_width_p64_lce_addr_width_p22_lce_data_width_p512_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_data_cmd_data_width_p64_lce_addr_width_p22_lce_data_width_p512_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8_area/1_1_yosys.v,black_parrot,bp_fe_lce_data_cmd_data_width_p64_lce_addr_width_p22_lce_data_width_p512_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8,area,1.330000,36.70
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8_area/1_1_yosys.v,black_parrot,bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8,area,416.556000,869.98
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8_speed/1_1_yosys.v,black_parrot,bp_fe_lce_req_data_width_p64_lce_addr_width_p22_num_cce_p1_num_lce_p2_lce_sets_p64_ways_p8_block_size_in_bytes_p8,delay,268.660000,333.94
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8_area/1_1_yosys.v,black_parrot,bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8,area,1.330000,36.70
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8.v,dump/black_parrot/bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8_speed/1_1_yosys.v,black_parrot,bp_fe_lce_tr_resp_in_data_width_p64_lce_data_width_p512_lce_addr_width_p22_lce_sets_p64_ways_p8_num_cce_p1_num_lce_p2_block_size_in_bytes_p8,delay,1.330000,40.85
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_circular_ptr_slots_p32_max_add_p1.v,dump/black_parrot/bsg_circular_ptr_slots_p32_max_add_p1_area/1_1_yosys.v,black_parrot,bsg_circular_ptr_slots_p32_max_add_p1,area,45.486000,146.53
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_circular_ptr_slots_p32_max_add_p1.v,dump/black_parrot/bsg_circular_ptr_slots_p32_max_add_p1_speed/1_1_yosys.v,black_parrot,bsg_circular_ptr_slots_p32_max_add_p1,delay,49.742000,216.22
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_circular_ptr_slots_p32_max_add_p31.v,dump/black_parrot/bsg_circular_ptr_slots_p32_max_add_p31_area/1_1_yosys.v,black_parrot,bsg_circular_ptr_slots_p32_max_add_p31,area,73.416000,194.34
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_circular_ptr_slots_p8_max_add_p1.v,dump/black_parrot/bsg_circular_ptr_slots_p8_max_add_p1_area/1_1_yosys.v,black_parrot,bsg_circular_ptr_slots_p8_max_add_p1,area,27.398000,118.37
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_circular_ptr_slots_p8_max_add_p1.v,dump/black_parrot/bsg_circular_ptr_slots_p8_max_add_p1_speed/1_1_yosys.v,black_parrot,bsg_circular_ptr_slots_p8_max_add_p1,delay,23.142000,143.04
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_decode_num_out_p2.v,dump/black_parrot/bsg_decode_num_out_p2_area/1_1_yosys.v,black_parrot,bsg_decode_num_out_p2,area,0.532000,21.43
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_decode_num_out_p2.v,dump/black_parrot/bsg_decode_num_out_p2_speed/1_1_yosys.v,black_parrot,bsg_decode_num_out_p2,delay,0.532000,21.43
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_decode_num_out_p8.v,dump/black_parrot/bsg_decode_num_out_p8_area/1_1_yosys.v,black_parrot,bsg_decode_num_out_p8,area,18.088000,95.03
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_decode_num_out_p8.v,dump/black_parrot/bsg_decode_num_out_p8_speed/1_1_yosys.v,black_parrot,bsg_decode_num_out_p8,delay,38.304000,127.81
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_en_width_p36.v,dump/black_parrot/bsg_dff_en_width_p36_area/1_1_yosys.v,black_parrot,bsg_dff_en_width_p36,area,283.556000,468.83
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_en_width_p36.v,dump/black_parrot/bsg_dff_en_width_p36_speed/1_1_yosys.v,black_parrot,bsg_dff_en_width_p36,delay,253.232000,138.18
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_en_width_p5.v,dump/black_parrot/bsg_dff_en_width_p5_area/1_1_yosys.v,black_parrot,bsg_dff_en_width_p5,area,45.220000,93.41
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_en_width_p5.v,dump/black_parrot/bsg_dff_en_width_p5_speed/1_1_yosys.v,black_parrot,bsg_dff_en_width_p5,delay,33.782000,106.94
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_64_80000124.v,dump/black_parrot/bsg_dff_reset_en_64_80000124_area/1_1_yosys.v,black_parrot,bsg_dff_reset_en_64_80000124,area,554.344000,1136.50
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_64_80000124.v,dump/black_parrot/bsg_dff_reset_en_64_80000124_speed/1_1_yosys.v,black_parrot,bsg_dff_reset_en_64_80000124,delay,513.646000,198.24
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_dff_reset_en_width_p1.v,dump/black_parrot/bsg_dff_reset_en_width_p1_area/1_1_yosys.v,black_parrot,bsg_dff_reset_en_width_p1,area,9.044000,71.94
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p539_els_p4.v,dump/black_parrot/bsg_mux_one_hot_width_p539_els_p4_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p539_els_p4,delay,2339.470000,173.58
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p539_els_p5.v,dump/black_parrot/bsg_mux_one_hot_width_p539_els_p5_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p539_els_p5,area,5043.094000,2167.30
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p539_els_p5.v,dump/black_parrot/bsg_mux_one_hot_width_p539_els_p5_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p539_els_p5,delay,2659.202000,224.61
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p2.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p2_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p2,area,1529.766000,2155.98
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p2.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p2_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p2,delay,1240.358000,166.02
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p4.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p4_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p4,area,4066.874000,2174.97
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p4.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p4_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p4,delay,2336.810000,173.91
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p5.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p5_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p5,area,5047.616000,2174.97
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p541_els_p5.v,dump/black_parrot/bsg_mux_one_hot_width_p541_els_p5_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p541_els_p5,delay,2662.394000,224.98
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p542_els_p2.v,dump/black_parrot/bsg_mux_one_hot_width_p542_els_p2_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p542_els_p2,area,1547.056000,2159.82
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p542_els_p2.v,dump/black_parrot/bsg_mux_one_hot_width_p542_els_p2_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p542_els_p2,delay,1610.630000,189.67
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p542_els_p4.v,dump/black_parrot/bsg_mux_one_hot_width_p542_els_p4_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p542_els_p4,area,4469.332000,2178.81
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p542_els_p4.v,dump/black_parrot/bsg_mux_one_hot_width_p542_els_p4_speed/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p542_els_p4,delay,2457.840000,197.56
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mux_one_hot_width_p542_els_p5.v,dump/black_parrot/bsg_mux_one_hot_width_p542_els_p5_area/1_1_yosys.v,black_parrot,bsg_mux_one_hot_width_p542_els_p5,area,5717.670000,2178.81
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0,area,546.630000,575.53
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p28_els_p2_read_write_same_addr_p0_harden_p0,delay,434.644000,166.16
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0,area,562.590000,615.79
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p30_els_p2_read_write_same_addr_p0_harden_p0,delay,458.850000,151.77
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0,area,593.712000,656.72
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p32_els_p2_read_write_same_addr_p0_harden_p0,delay,489.174000,151.21
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0_area/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0,area,656.754000,740.58
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p36_els_p2_read_write_same_addr_p0_harden_p0,delay,550.620000,165.09
openROAD_low_level_modules_yosys_v1/nangate45/black_parrot/bsg_mem_1r1w_synth_width_p38_els_p2_read_write_same_addr_p0_harden_p0.v,dump/black_parrot/bsg_mem_1r1w_synth_width_p38_els_p2_read_write_same_addr_p0_harden_p0_speed/1_1_yosys.v,black_parrot,bsg_mem_1r1w_synth_width_p38_els_p2_read_write_same_addr_p0_harden_p0,delay,603.288000,177.24
